V10|D25;V25|D25;V50|D25;V75|D25;V100|D25;V10|D50;V25|D50;V50|D50;V75|D50;V100|D50;V10|D75;V25|D75;V50|D75;V75|D75;V100|D75;V10|D99;V25|D99;V50|D99;V75|D99;V100|D99;
66489;386222;1694978;3928712;8489557;86044;711333;3091734;7076667;14812846;148622;1255956;4764222;12894446;25332759;206311;1293111;6832712;16052669;35967560;
55245;379378;1793245;3631467;7408135;88000;972400;3101023;9292801;14566935;134445;1061867;4536400;15108136;27435470;194578;1218800;6530089;15679158;32953071;
69423;355422;1515067;3591378;7028756;120267;689334;3025734;7857913;15985202;118311;1080934;4789645;13655157;29461915;217066;1792267;6105734;15755913;34181649;
67956;329511;1713556;3716534;7265379;132000;690311;2969023;7581690;17914358;175022;929867;5044356;11695202;25936048;212178;1395778;7386623;16786980;38364094;
65511;463955;1606489;3644178;6916801;125644;849689;2896178;7356801;15834135;151556;1060889;5109867;11948446;24886403;201422;1276489;6315956;25047248;32234893;
74800;581777;1678845;3645156;7308890;90445;688356;4045067;8880179;15478224;349556;1048667;4779867;12203646;27946359;181378;1257911;7806090;18842758;30551649;
56223;385245;1533156;3836312;7481468;93378;848711;3323467;7875512;14839735;119289;917155;4939245;11791024;29400804;192622;1279911;7213068;19052491;29787026;
58178;427777;1584978;3806979;7005290;77244;814000;2978311;7644756;15418091;122711;1135200;4537378;12510179;25672047;193600;1216356;7577779;19216269;37198094;
66489;400400;2297778;4764223;7018979;88489;638001;3398756;9143201;17462625;152044;1388444;4563289;11844312;27099604;181866;2232756;7050268;18928802;35011782;
91911;413111;2248890;4046045;7435512;97778;610622;2958756;8493468;14976136;201422;1228578;4561334;12553202;27315693;181378;1531689;7651601;19000669;30917826;
110977;429244;1622622;4355511;7897512;96800;774889;2970000;9060090;15891825;130533;1324400;4595556;13692313;27512715;170133;1509201;6279290;18899469;37206405;
65511;492800;1436845;3729734;7658446;123689;818889;3091245;9501068;16874491;175023;1112222;4934845;11699112;27341604;168666;1308267;6038267;18501024;31827160;
146667;473734;1524356;3798667;8303290;129067;750933;2935779;8725690;14109335;164755;1085333;4581868;14120091;27639826;153022;1511645;6042667;17105736;31590048;
113422;505022;1739466;4468445;7800712;92400;870711;3794267;7850090;16232091;149600;936711;4546667;12143024;30046626;265955;1615778;8488579;17132625;52679740;
71378;502089;1821600;3696000;7710757;108534;809112;3069733;9432135;15852713;168667;1106356;4787689;13363779;23741915;198978;1934044;6078356;20227780;29743515;
63067;415555;1902267;3693067;7134845;127600;742133;3282400;9447290;15317868;163778;1232489;4726579;11763645;24490403;211689;1426089;6368756;16281469;31501560;
53289;398444;1497467;3723378;7131423;95822;771467;3025245;7987956;13937246;160355;960667;4706533;11839424;26234270;263023;1372800;6540846;19697335;36318093;
77245;362756;1740933;3659334;7728845;92889;992934;2907912;10689557;15377513;213644;1037912;4700178;12035468;25147959;280134;1497467;6507112;19036358;30771649;
82133;481067;1582045;3635379;8214312;107555;691778;4055334;8410845;15832180;322667;978266;4703111;10850401;27053648;463467;1656844;7082534;18861825;35440538;
83111;421422;1551733;3701378;8358534;103155;818400;3222267;9808090;18533291;144223;1052578;5075645;11789557;25160181;170622;1224178;6820490;17205469;35854627;
96800;463955;1810845;4147734;7292268;115867;608178;3071200;8163468;15478224;157422;1364001;6312045;11372535;32087738;195556;1232978;6316934;16623202;28884537;
76267;498178;1706711;3520489;7860845;128089;641422;3762001;7794357;16134313;142755;903956;4646400;11648757;25864181;206311;1412400;6080801;16011113;31884359;
53289;435111;1664667;3773734;7397868;99244;870222;3099067;9983602;16550358;160356;1134222;4606312;13163824;22429248;188712;1348356;6378534;16565024;30768226;
72845;383778;1592311;3646134;8686089;120756;665867;3021334;8462668;15445468;149600;931333;4790134;11557824;23731648;218044;1588400;6158045;18053202;36973694;
73822;381822;1660756;5272179;6847378;97289;733822;4904534;10591291;15493869;142756;1053555;4931423;12552713;26053381;171112;1882711;9500090;16517602;29397870;
63067;396489;1442711;4536400;8695378;106089;809600;3117156;8222134;15076846;154000;1072134;4742712;13772002;25837292;201912;2090001;5915067;17437691;31003871;
73822;472755;1522889;5022845;6953956;123200;616001;3340578;8603957;16080535;195556;929866;6050490;12984402;22513336;214623;1533644;8473912;16053646;30387871;
88000;405289;1561511;3891557;6958356;124667;705956;3246222;7758179;15848313;144222;1185556;5023823;11477157;22852625;273289;5591423;6185912;17604892;31857959;
67956;549023;1509689;4374090;7012134;94356;741645;3160667;8672401;14238890;132977;1142533;4982756;11880979;25294626;383289;1543912;6421068;18508847;29857426;
