V10|D25;V25|D25;V50|D25;V75|D25;V100|D25;V10|D50;V25|D50;V50|D50;V75|D50;V100|D50;V10|D75;V25|D75;V50|D75;V75|D75;V100|D75;V10|D99;V25|D99;V50|D99;V75|D99;V100|D99;
96312;334400;1143022;2458622;6773556;124178;934266;1327333;3476978;6175157;150577;646311;2838489;4811156;9497645;172578;700089;2386267;5427156;8731068;
66000;387200;1239822;2656134;4370178;127111;1169911;1684712;2849734;5736134;132000;635067;3683778;4457690;8682668;166711;573956;2607245;4363334;12557602;
68445;337822;1107333;2525112;4267023;80667;782223;1729689;3504845;6897246;184311;674178;3217378;4098356;7238978;244933;907378;2680089;6993068;8853290;
88000;571511;1187022;2267956;7206712;104134;722578;1512622;3808934;6907024;105600;738711;2382356;5640311;11871202;191645;798845;2679112;5129423;11509913;
70400;319733;1395289;4469423;5497556;150089;947956;1871956;3893023;5761068;107067;891734;2556889;5342090;9728401;192622;891245;2539289;5434001;12709646;
76266;429244;1644623;2620445;4753956;165245;832578;1753644;2985644;6165378;124178;564667;2220045;5095201;9708845;149600;756312;2421956;4700667;9294268;
86044;500133;2024979;4117911;3858801;160844;729911;1641689;3181200;9109468;132978;934755;2241556;6288579;9881424;185778;680044;2711379;4824845;10522357;
128578;379867;1324889;2940667;4562800;134445;743600;1836756;4038712;5280489;178933;753378;1953112;4168267;8396668;161822;956756;2607734;5197867;8927112;
78712;590089;1311200;2745601;4626845;146667;434622;1864134;4187822;6354089;161333;1059911;2153556;5424223;9826179;260089;693244;2723111;4491423;10140046;
87511;422889;1192889;2582800;6398579;84578;586666;1574223;4061689;5175867;175511;496711;2487956;4547645;8480268;205822;828178;2550044;5225246;10635291;
342712;380356;1245689;3600178;6018712;97778;465911;1846045;4793556;7107957;453200;733333;1893466;4950979;7340178;143245;924000;1762445;4841956;9753335;
74800;521645;2160400;4111556;5720978;82623;557333;2182400;3183644;5593379;220489;585200;2894223;4290490;8635245;124667;665867;2434667;5557690;8044179;
58178;614533;1035467;2428800;6418134;113422;627734;1970711;2917201;4973468;167200;527511;2339822;4257245;9415513;201911;1021289;2574978;4870312;9584668;
85555;675156;2209289;3211511;5289779;155956;531422;2163823;3003245;7284934;111955;798845;2197556;4118401;6901645;208267;597912;2664445;6216223;10027113;
108044;473245;1400178;2504578;4502667;86045;1221734;2142800;3253556;5590445;113911;570533;2222978;6088134;7590979;144222;830623;2609200;5340622;14118624;
67956;399911;1226134;2454712;5323022;156444;533867;1623600;3597734;4971022;144223;682489;1636312;4500223;9241957;110489;620400;2375022;6564312;11983157;
57689;784177;1741422;2336400;4598490;142266;871200;1614800;3359645;5550845;114889;676622;1911067;7129467;7576312;160844;1028134;3194401;5779645;9734268;
79689;490844;1458356;2260134;6086668;211689;585689;2058711;4687957;5107423;129067;596933;1589378;4053867;8324801;137378;1023245;2381867;7163689;9006313;
73333;648266;1236889;2302178;5456490;153022;600845;1413377;4724623;8914890;127600;641422;2019600;4943645;8748179;126133;833066;2930400;6730045;8479779;
55733;517245;2036222;3629511;5306400;120266;490845;1464712;4375556;6554534;173555;512845;1771733;5060490;7267335;175511;974844;2406312;4462090;11261069;
66488;1091200;985600;4042134;4880579;117823;403333;2113467;3108845;5224756;189200;779778;2204889;5321067;8596135;137867;728445;3319556;5485334;11668801;
86533;488400;1701822;3626579;5416400;193111;724533;1571778;4456712;5981067;164756;907866;2531467;3908178;8760401;176489;1053066;2896178;5806534;9960135;
73822;545111;1197778;2918178;5807511;181867;663912;1729200;4639067;7538667;168667;942578;2205867;5412001;8332135;253734;779778;2487955;5160712;10156668;
108045;1058444;1026667;2099778;4142845;133956;474222;1773689;4920178;6394667;136400;500133;1838222;4968090;8230935;236622;677600;2270401;4603378;11389646;
74311;690311;1404089;4290001;5874001;102178;533378;1583511;3758578;5542534;151067;577867;4470401;5142623;7715645;163777;807645;3180711;6812179;11501601;
97288;492311;1340533;2904000;3497023;129067;469334;1772711;3102489;6255823;172578;581289;2314400;5000845;8395201;138356;755823;2711867;5263378;10861157;
90445;503067;1867067;2552001;4059734;109511;591066;1709156;4037734;5126000;213155;751911;1956533;3876890;7233112;143245;891733;2159422;4937778;10630402;
92889;837956;1000756;3190000;6061245;109511;446356;2120800;2663956;5928756;201422;478622;2244490;5571379;7125557;175511;794934;2195112;5263378;9661424;
79689;499644;1694489;2653690;6287600;142266;499156;1736045;3925778;9102134;143733;578356;2185333;4279245;7155379;253244;2796444;2548089;4892801;10642623;
109023;436089;977778;2047466;5423734;119289;534356;1699867;3732667;5252134;132000;741644;1918400;4819956;12463735;239556;698133;2528534;4906490;9272268;
69912;568578;1079467;2541245;4059734;128089;457111;1659289;2945556;8043201;150577;575911;1565911;5846134;8448490;165733;722578;2645378;8795112;11158401;
71867;891733;1811333;2598933;4065112;139334;514800;1350311;3800623;6002089;124177;488400;1970223;5315689;9700534;208267;640934;2343734;4366756;11556357;
78223;324622;1382578;3293645;5500978;188222;799334;1942845;3019378;4568178;170622;816445;1918401;5146534;11220002;174534;914222;2188756;4927023;10094091;
94844;567600;1555156;2258178;4575023;135911;453200;3382133;4560845;7380757;209244;611600;1927200;4209823;7257556;226844;875111;3166533;5425690;9284001;
79688;588622;998800;2539289;4293912;111467;557822;2337378;5382667;6003557;131022;650222;2405333;7984534;5666712;140800;1444667;3375779;4823867;12321957;
66488;570533;1217333;3234001;6841512;107555;484000;1255467;3331289;5913601;89956;746045;2116889;7771868;6310090;136400;939644;2647334;5032623;10712046;
89956;437556;1301422;2431245;4481156;98756;606222;1963866;3636356;5495600;193111;524089;2580845;6195201;7657956;190666;580800;2314401;7255601;13615557;
94844;371067;1222711;2881023;5455512;121245;496711;2671778;2956312;7211601;167689;1183111;3226178;4951467;7349956;226356;550489;2792534;5339156;9499112;
124177;477155;1494533;2861467;5062445;114400;547556;1768311;2841422;8265156;174533;590089;2034756;5517601;7683867;165733;808134;2175556;5751290;8728623;
109022;385245;1156712;4114489;4423467;87022;541200;1592800;5558668;5932178;98755;1020800;2937245;4625378;7489779;148133;630178;2223956;6273423;7821245;
84089;520667;1450534;3064845;5003289;141289;666356;2565689;3913556;6497823;135911;535822;2032312;4179023;7363645;201911;1152311;2125689;5731245;8327735;
108044;456134;1094622;4157023;5736134;124667;473733;2071911;3052134;6187378;167200;712311;1932090;4645911;8177645;145200;747022;4036756;4354045;11564669;
68933;521155;1159156;3250134;3595289;93867;623822;3432978;4222045;5123557;93378;590578;1712578;5037022;7228223;196044;688356;2152089;4623423;8332623;
67466;527023;1415823;3571823;3427111;88489;635556;1645111;3177289;5827067;215600;568577;2058222;4426890;8409868;236134;756800;2376000;5709734;7301556;
94355;360800;1386001;2582801;5077601;132978;434622;1490133;3587956;6812668;154489;835511;3554711;6158046;8265645;184311;1022267;2732400;6358978;8225068;
83601;597911;1190934;3248178;4703112;138356;444400;1645111;3365023;6094978;162311;461022;2156978;4950979;12165512;126622;578356;2148667;5982535;7768935;
77733;765111;1356178;3614356;6072490;121733;461022;1565422;3516579;6017734;146667;613556;1999067;5747379;7530356;128089;842844;3277512;5269734;11055735;
98266;374977;1604533;3652489;5923378;121733;527023;1307778;3333734;6204978;130533;479111;3160667;5591912;7124579;286978;697155;2437112;4763245;10664623;
81644;689822;1385022;3878356;3737068;118800;614534;2551511;3349867;5799201;174533;582267;3345956;4776934;7510312;187734;703511;2194622;5185156;11054269;
96311;519689;1222222;3124489;3915023;114889;1137645;2112978;3111779;6911912;137378;1086800;2027423;5185645;7677512;155956;761689;3629023;6783823;8307201;
96800;396489;1345422;2156000;7191557;90934;519689;2056267;4095912;7534267;162800;779777;2366222;7841778;7281512;145200;599378;2176045;5218889;8340935;
104134;439022;1477911;2240089;4567690;163778;585688;1694001;3626578;5513689;133466;640445;2414623;7344090;7806090;228312;938177;2836534;6345289;8171290;
108044;496711;1319023;2241067;3761512;77244;649244;1481823;3494578;5295645;215111;1016889;2578401;5972268;8019734;131511;903467;2626801;5150934;7912179;
66489;390622;1482800;3760533;5158268;112444;890267;2374534;4571601;5173423;134934;539733;2395067;5070268;7325512;113423;783689;2457645;4262623;10348802;
102178;381822;1684711;2647822;5521512;116845;779778;1794222;3382134;5873023;235645;692756;3979556;4922134;7759646;204844;1088756;2980756;5744445;10458801;
111467;401867;1314622;3300978;5918978;121733;827200;1840667;3829956;6324268;159378;680044;3357689;4199556;9945468;209245;915200;2878578;4322757;7536712;
99734;485467;1585467;3023778;4090045;143245;511378;1472045;3617778;7090845;207778;674667;2410222;4364311;8098445;230755;695689;2386755;5347956;9750401;
75778;377911;1593289;2637556;4114000;88489;620889;2432223;4170711;6762312;118311;938178;2627290;5045823;8579023;173067;778311;2543689;5782090;8010446;
90933;481067;1346890;4509511;4707023;180400;683467;1952623;5375823;8863068;128089;669289;2544178;6687512;7424756;227333;691777;2349111;5353823;12214890;
127111;419956;1213911;3458890;4184400;138844;830133;1798133;4388268;6160490;123200;579823;2320756;5067334;8351690;225866;781244;2522667;4425912;8759912;
162800;526044;1228578;3771289;6270979;127111;594000;2236667;3410489;5447201;156934;707422;2343733;5683823;7313779;155956;705467;2210756;5247734;10618180;
109022;446356;1121023;2747067;5350889;141778;593511;1915956;4146267;5819734;106089;644356;2218578;5151423;8487601;226355;846267;2102712;5363112;9284979;
105600;465423;1253512;2498712;5192490;145200;455156;1667112;3660800;5693601;169155;629200;2380890;4300267;7932712;383289;635067;2543689;6191290;9751379;
110489;572978;1836267;2716267;4991556;150578;662934;1838223;3561067;5570890;99733;759733;2331022;8848401;7093778;187244;1001733;2207333;5913112;11684935;
86533;396978;1678356;3524889;5816312;89955;1056000;1729689;3397290;6475334;119778;504534;2782756;7167601;7813912;151067;977778;2119334;4639067;9637956;
115377;594000;1270133;2242534;3798178;167200;439022;3246223;3305867;6278801;159378;693245;2274312;5964934;8676801;126622;869734;2973911;6145823;8370756;
109511;461511;1997600;3168979;3976623;97289;651200;2084623;2941156;5986934;182355;809600;2746578;4687468;7947867;283067;743600;2343245;6086179;8206001;
86044;341733;1295556;2367689;4808223;128578;720133;1531200;2972934;5649601;135911;589600;2519733;4033334;6826356;199956;808623;2274311;5829512;8062756;
98756;469822;1307289;2266001;5616845;134445;443422;1839689;3034045;7673112;192622;562711;2201467;6269512;7095246;136400;1342489;2963645;5344045;9925423;
122711;555378;1505290;2467912;3951689;99245;759734;1854356;3932134;6353112;129066;600845;2047467;4542267;5918489;153022;1644133;2415111;4793557;8738401;
87023;613066;1336134;3064845;5000845;110488;496223;1654889;3272623;5062934;147156;557822;2756845;4358445;8311601;208756;742623;2125689;4838534;7810979;
89956;554889;1720400;3860756;4122312;74800;712800;1762444;4338890;5461867;170623;575423;2332489;5040445;7454579;123200;536800;2174089;6517379;10624535;
92889;422400;1295556;3194890;3288756;145200;565156;1687155;3588934;8080845;148622;567600;2405334;5108401;7474134;180889;867778;2290933;6121378;9128045;
77733;612089;1771734;2484534;4125245;91911;577378;2055778;4317867;4890845;102178;579822;2261600;4526134;9616935;113911;512844;3210534;4888400;10292579;
88489;412623;1005156;2325645;3439334;106578;660000;2893733;3814801;5226223;174533;510889;2183378;4180490;7687778;206311;1011022;2292401;4336934;8576090;
82622;494266;2118844;2496756;4806267;156933;789066;2439556;5110845;6956890;250311;803733;2704045;4964178;6766712;211689;837467;2278223;5370445;9211156;
154978;497689;1611867;3214934;4078312;139334;409689;2004445;4394622;7689245;154000;535333;2073378;6065156;7240445;138845;659511;2609689;4951957;9723512;
72356;474222;1164534;3295112;4180490;131512;671244;2647823;4323245;5476045;129555;666355;3148445;5764489;8083778;194578;615022;2119823;4101289;8008979;
66978;426800;1074089;2354978;4862489;110978;494266;1992222;2964134;5546934;283556;568578;2407778;5902845;8506179;123689;658533;3242801;6835156;7493690;
75289;569067;1613334;3182178;4451334;79200;728934;2512890;4569156;6532534;176000;661956;2551512;5577734;7711734;204356;682000;2379423;5025289;10600091;
80666;377911;1058445;3173867;3320045;91911;527511;1650978;3535156;4832178;116356;777822;1841156;6633245;9918579;135911;902489;3174844;5225734;11509912;
107556;430712;1430000;2906445;5455023;102667;575422;1942356;3468667;4988134;162800;1064800;2187778;5549867;7161245;114889;1007112;2503111;5161201;8533557;
84578;511867;1129334;2639022;3915512;79689;518711;1674445;3256489;5323023;151067;598889;1943822;4410756;8136579;129555;630178;2858533;6940756;8220179;
116844;426800;1319511;4332534;6395645;79200;721111;1406044;2909867;5784534;139823;557823;2059200;4908445;7238490;168178;604267;4022089;4764712;8996535;
67466;469334;1915467;2416578;4439112;86045;487911;2293378;4517334;6545245;775378;540711;2947511;5722445;8117512;112933;775378;2203912;5577245;9392535;
88000;352489;1090711;3294134;5219867;87511;406267;1825023;3810401;5226223;255689;1057467;2677645;6343823;7931735;173067;647289;3464756;5406623;10910046;
89466;464445;1605511;2396044;3465733;116355;416534;1585956;3223734;5891601;190667;654622;2238134;5284890;7751334;186755;764622;2893733;5814845;9120223;
