V10|D25;V25|D25;V50|D25;V75|D25;V100|D25;V10|D50;V25|D50;V50|D50;V75|D50;V100|D50;V10|D75;V25|D75;V50|D75;V75|D75;V100|D75;V10|D99;V25|D99;V50|D99;V75|D99;V100|D99;
72356;759244;4628312;17439157;42774361;78223;1076044;11366179;41836672;73280543;88000;1970711;17946624;48378984;134915261;136400;2730445;18316225;65080409;168280465;
66000;710844;4525156;17458714;41830316;97778;1313156;12930135;32983381;84832988;90444;1479378;13998357;43653872;136173662;111955;2372089;19187425;59093963;186774157;
97289;725023;4633200;22069914;43838183;124178;1272089;10200667;37008404;83242632;89466;1608445;18084002;53890229;151655308;153511;2233245;17701202;70098364;186713535;
52311;776356;5735157;15891824;48301251;93378;1467156;11377912;32939382;80925788;135911;1736534;14317602;50924628;131869484;246889;1949200;17237247;71561610;194478558;
52800;768045;5230623;17643513;44888317;95334;2123733;14857825;31763604;77570054;141778;1715023;15192714;43022228;176885400;145689;1964356;17732980;74629877;187999802;
65511;895156;5740534;18873558;43746272;65511;1317556;11983157;34700849;94798990;110489;3126445;14604090;48466006;137081529;191644;1969245;19359025;97720101;185302601;
62578;1340045;4814089;16731246;44717206;87511;1003200;12304357;33000493;76486187;159866;1794712;17473380;53571474;139924418;190178;2307556;20798314;78426588;168147488;
53289;877067;5347956;15646402;42271783;75289;1323422;13543201;40365117;79059699;175512;2206356;14812357;52779473;135000817;236133;1909111;19592225;71862275;167685977;
48889;547066;4753956;15575024;45451028;103155;1008578;13071424;32275471;79210765;109022;1800089;14434447;51395918;137866684;111955;2332489;22777825;73972321;195772647;
60623;578845;5565511;19358536;48390717;94844;1158178;12364491;32502315;73668720;88000;2228845;14666668;45704761;192956647;200444;1957511;17766224;67724320;195307225;
246889;603778;4531512;16425691;43419205;110489;1208044;15656180;32983870;77288943;123689;2100267;13658580;49342584;127574594;140312;2156001;19691958;82825121;197241269;
74311;592533;4655689;20049825;44849695;93866;1380622;12326358;35444937;80489699;94356;2200489;18174935;46540762;164608910;184800;1906667;16190046;99921080;177695489;
67466;545600;4526623;18484892;42773872;101200;1499911;14846090;30305737;84954233;98756;2046000;14173868;57746585;132789573;155955;1925245;17551602;68062631;192100113;
73822;558800;4438134;17334536;44846273;97777;1056000;19772136;34005160;87845522;86533;1498933;12964357;50161473;131432906;130534;1968267;16152402;71815832;170796288;
52800;745555;6354578;15665957;48146762;88978;1261333;11278179;29864270;82320588;116356;1619689;12861202;52646984;124464772;134445;2522667;16774269;64485919;190569891;
51822;615511;4447912;17546713;46525606;84088;1099023;11756312;34669560;81352099;142756;1541955;15694802;50341384;121100727;127111;1917912;17993069;65432897;179721934;
47423;675155;5302000;17424491;40860850;110000;1547333;12020802;30551648;83232366;123689;1567378;14189024;51567518;128483928;160844;2309512;15987157;72952987;211341805;
70889;742622;5252134;17681158;45386494;82622;1234445;11716713;35417072;87864588;118800;2583778;15214224;48114006;126986949;141778;2057245;16051690;78980010;188557135;
59644;715733;4552534;17660135;48418584;86533;1123467;11414090;37574538;86388633;116355;1624578;14716046;48944628;150597353;188222;2120800;17163914;76763876;209837982;
51822;666356;5597779;20620358;42923961;84089;1121023;10644579;38840272;76380098;157423;1777600;15405380;55890763;134175084;150578;1921822;19134625;76668054;163256643;
64045;557823;5226223;17144846;47094673;122222;1011022;17076891;35413649;95119701;130045;1698401;13916224;50061251;135949751;125645;2080222;19041736;78967298;181450645;
67466;645333;4622934;23071159;51070806;84578;1416311;11379379;35797916;93808990;90933;2081200;15830713;48067073;128708816;162800;2196578;19151247;160839576;198062603;
62578;986089;5412490;19076447;51473162;87022;1061867;10589824;33726982;81754454;117822;2135956;13316357;51166629;120172815;137378;2116400;19132669;73230676;194769935;
53289;826712;6668934;19170313;47055073;97289;1367422;10485690;32963338;101724591;122711;1919378;17922669;58031608;129175217;171600;2143778;19656269;73535253;186759979;
60133;549022;6578490;18745469;66727964;91422;1229067;9784624;33616004;77946499;122222;1777601;13663469;55308985;120775615;144711;3040401;21406002;70541298;193403491;
90933;773911;6817557;17535469;55203385;84089;1004667;15597024;37227427;77633610;158400;1628489;14246224;58088319;106212103;150577;2725556;22956270;80609965;183703445;
48400;637512;9732312;19899247;50182007;92400;1115156;10694934;32650449;83232366;175511;1812800;12674446;44709872;118969660;133955;2540756;17431335;75174498;153670997;
54756;612089;4574534;17431825;47890095;154000;1476445;9606668;37612671;80557654;94355;1701822;16219868;52652851;113827526;161333;2000533;18758669;62023874;162353176;
54755;559289;5116223;18035602;48511473;248845;1308756;10386446;31974315;79354988;123689;1544890;13722624;52151251;114463081;170134;1979023;17741780;68622897;182913401;
52800;580800;4711912;17431336;41903161;104622;1471067;11866802;36102983;89773211;132000;1496978;13233246;48873251;148299575;167689;2066534;17940269;66294808;167406333;
73822;617955;4603867;16679913;42157872;90445;1521911;14174846;40221383;86680500;161823;1558578;12921335;50604895;137587040;136400;2691823;17436225;81153122;165785665;
52800;644355;4582356;19025114;44783206;81644;1496489;11558802;35196582;84561166;87022;1597689;14557647;51793384;117731793;166222;2233245;21738447;70574542;158427887;
54266;813023;4482134;21476892;44044006;88489;1348845;10289157;37801382;93037034;87022;1520933;16439380;51430629;119049348;166222;2651734;17010402;74920765;176383800;
56222;755333;5857868;18168091;41543339;88000;1372311;9511823;31380316;82597299;90933;1713555;13741202;52988229;107902192;134444;4043112;22356891;80713611;160328198;
52800;752400;4465022;16846625;79623388;78711;1149867;10285246;31865782;75137832;89956;1541955;13644402;50236273;123769083;175023;2327600;18722491;75624765;149578996;
57688;722578;4394134;19024136;95588056;85556;1279423;10979468;31025381;86399878;130534;1572755;13298757;58573785;125063171;207289;3353289;18722491;86946456;178499223;
54266;762177;4414178;19261247;46156494;89466;1242756;12166490;31933738;77621388;141289;1645111;14047735;55519696;115926814;165733;2197066;20230714;83237255;198493314;
60133;678578;4307601;20324581;45349828;107555;1175778;11345157;29322093;82296144;158400;1531200;13240090;51782629;118940815;155956;2589644;21872402;69621209;176490378;
54756;761689;4572090;20886313;45950672;100711;1008089;11900046;30555070;96707612;106578;2027911;13581335;72032409;132412150;126622;2515334;17284669;74097965;200764204;
62089;770978;5604623;18180313;43578584;103156;1255956;9332890;38451116;94531567;120756;1968756;12312179;47519517;119308949;147644;1986845;17046091;64088453;180343801;
54267;728933;4751022;18800225;43779028;90445;1301911;10854802;44783695;102471613;112934;1473023;12620180;50082762;113902326;109511;1968756;17276846;68405831;163350021;
78711;707423;5233067;18369513;43521384;93867;1054045;10849424;40078627;87108766;151067;1679822;12722357;50783829;115188103;206311;3403645;17446491;81158011;180421045;
51333;610622;4496312;17554535;42435072;93867;1105867;10277423;36601160;91781079;143244;1935511;11969957;44220006;113997170;150578;1926223;19925647;94144856;221435406;
58177;601823;5889645;17977913;41348761;114889;1138622;9413068;35633649;91584056;96800;1519467;13080223;49871562;106991880;181378;1906667;22163780;76937921;186961402;
65023;780266;4690401;18351913;44612584;86533;1569333;11405780;35357916;86014145;125156;1511645;14296091;53022940;109702281;141778;1948222;18418402;69418319;182093535;
66978;742623;4747600;17394180;45202183;81644;1426578;8954979;34933560;86473211;95822;1762934;15624891;57205385;118253437;207289;1959467;18098180;66028853;186164512;
50356;577867;4393645;23101959;57056274;69423;1779067;14204668;33347115;87051566;154000;1505778;13915735;51631073;117635482;109022;1912533;20313336;65267653;187185802;
51822;617467;4678667;18217957;41726672;86044;1305334;12702801;30988715;135936061;144711;1628000;15659602;61604408;110469836;135422;1903244;16998669;79049921;190265313;
84578;632133;5064889;19514491;43824006;96800;1276490;9524534;32352226;73185698;142267;1768311;14040891;55410185;123522682;120756;2114445;19194758;66129564;232588919;
63067;632133;8404979;16216446;46027429;88489;1484756;12298490;33008804;89394323;151067;1658312;14921869;60323030;114930948;109022;1956044;16036536;64271786;197562469;
63067;565156;6502223;17424491;44905917;77734;1392844;9350979;30278848;104615880;141778;2050400;16980580;51699029;113429570;372533;1919378;16549869;64769963;219076028;
55244;729911;4454267;17790668;47042362;97778;1799600;10763868;33659027;87912011;129067;2067023;15031869;72901165;134381395;169155;1906667;19586358;78467655;187299713;
58667;696178;5226222;17578491;44880984;86533;1345912;13289469;33392093;93413967;151067;1583023;17827336;52406451;124966372;156933;1988800;19530624;73236543;164620644;
71378;552933;5060490;18957158;42565605;118800;1598178;11978268;42760672;93274634;523111;1953112;14551780;55131029;104626146;171600;2172622;19065202;84607611;190039935;
53778;566622;4615601;18098180;40854983;94355;1183600;11159379;34551249;82755699;99244;2129600;14808936;54068185;107960858;150089;2107111;18188624;68239120;208132249;
64533;652178;4564267;17446491;44404317;126134;1755111;9809068;30388359;90919167;227822;2301200;16109869;46789606;108239036;164267;1980978;21546803;75177431;212840249;
59155;555378;4810178;15656179;44317783;97778;1103422;11241513;31546049;126307883;122223;1618222;14152847;47739517;131627972;196044;1957023;18026313;75667298;217672916;
109511;807156;4663023;19841069;53194540;100222;1094134;11105601;30389338;98410413;135911;1932089;13922580;48202006;120622593;170622;1880756;18313291;64556319;166101977;
70889;836000;4785734;15678669;39951027;93867;1137156;10665602;33035204;80697966;149600;2188267;12724313;48850762;123130105;214134;2092445;16599247;75334854;166635843;
41067;603778;4619023;18275158;35863916;101689;1163556;13107601;32948182;79393610;108533;1623600;13147690;49447207;148900907;120267;1969734;18311825;69161653;159042420;
48400;605734;4966623;16090802;40516183;116845;2209778;9750401;34254005;75022943;130534;1489645;13416091;56239830;121570060;137866;1976578;22845780;69903787;174210200;
90933;548044;5559156;15452313;43771695;94356;1366444;8877735;45520939;83890900;115378;1652445;13218579;52511562;116757926;153511;2000044;19862091;71954187;177948245;
70889;556845;4797956;16238447;41779472;89955;1228089;9665335;40645249;113541525;114889;1993200;15698225;52156628;115763037;154977;1981467;23433914;70851742;174425800;
1147911;618445;6239690;18795825;41720806;127600;1189956;10959424;33285515;87884144;128089;1608445;15839024;61688986;112916236;130045;1973156;18808536;61456275;168973711;
58666;548533;4591156;18124580;43598139;82622;1265245;9086001;32987293;84242411;142755;1545378;16907736;53441918;113097615;157423;1957511;18310358;64480542;187843357;
52800;552444;4824356;16669157;44732362;83111;1131289;9743068;33183826;113764947;154489;1468133;15382891;52666051;115720503;156934;2105156;20737691;86535300;190319091;
41555;1169423;5032623;18698535;50373651;88489;1461778;11634091;33288937;89115655;115378;1649022;14813824;48839029;122900815;167200;2188267;18377336;65139075;138842506;
51822;1012489;5698490;18485869;47823117;77245;1311200;11887334;33314849;93671123;155467;1551733;13087068;47155784;116452859;177955;2443467;19823958;70066587;156534909;
68933;669778;5366045;22603781;54262273;88489;1207556;9999735;31441915;116283704;170134;1515556;12916935;43548761;125246016;143245;2009333;17047558;63359031;282055680;
54756;742623;6412757;21010003;51362185;126133;1103912;10410401;38667205;88710367;146667;1551245;12798135;50060273;114117925;157911;1971200;18384180;76492543;178927490;
54756;754845;7365601;17771113;48333028;89467;1063822;9585157;35290449;78291166;137378;1711600;13794491;49393429;128084505;163777;2536844;17403957;71686765;152902953;
71867;580800;5368979;17903602;41055917;99244;1051600;9297201;39214271;78251566;115378;1914490;13747557;52028051;113284370;110489;2435156;18931736;73778720;176713311;
223422;563689;5096179;20369558;45701339;100711;1150845;11372046;29760138;78249610;152045;1518489;12382579;56185562;123706504;130044;2400444;19311114;68715297;151777530;
54266;581778;4797956;17425958;46635117;86045;1074578;11771957;33129070;81403433;125156;1959955;14186090;58336674;119909793;113911;1930134;19350224;62784586;155530731;
149600;671244;6132134;18966936;44539739;116844;1040356;9358313;29992849;82889166;146667;1545867;16729780;47676940;103412235;164267;1973156;18188625;70435209;152734286;
56712;732844;5258000;17798491;46090984;117334;1254489;16192491;35093916;100254013;113423;1460800;15749069;47967340;111778592;143244;1973645;18890180;74142454;157699442;
57689;733822;5404178;18446269;52010940;76267;1542933;13246935;34659293;87087255;166711;1703289;14298046;56888096;117460459;164267;1961422;16606091;63497875;177247178;
60133;844311;6044623;16653513;45294095;83111;1275023;11469824;31159826;73897031;135911;1712578;16102046;49424229;117618370;156444;2024978;19596625;62005297;150408153;
62578;1263289;4647868;18264402;44534850;95334;1146445;9086490;32811293;88595967;111466;1530712;15547158;51551384;138430373;182844;2034756;16811913;93157301;158059264;
74311;726978;4377511;21748714;46400940;110000;1147422;10955513;29488315;77886854;115378;1619689;14239380;47719473;110553925;110000;2294356;21497425;77995388;168546421;
52800;791022;4677689;17463602;38120627;85066;1035955;9228757;28275382;84919522;141778;1467644;12774180;49304940;124571838;147644;2013245;19743291;83961789;142044729;
55734;745067;5336223;16925825;40757205;77734;1181644;12532668;38921916;82763033;107555;2027911;14833380;52878718;117788993;119778;2683022;18486358;75425788;135776195;
81644;594489;4742712;23624092;34584983;83111;1013467;10131734;30364893;79958766;122223;1990756;15295379;53917118;121586193;152044;2142801;17704136;74812231;151463664;
60134;569555;4922623;20160313;33614049;86533;1011511;10050579;32028582;81491433;89466;1527289;16334758;54610851;112112992;118311;2153556;18959603;77615032;178503134;
52311;728934;5674045;20306980;37094449;86533;1090223;10492535;32851382;83634233;177956;1655867;14412935;52450940;111790814;133955;1958489;17810225;88229789;163777309;
56711;834045;4293423;17174180;49186629;81644;1758045;11222935;36354271;86744056;111467;1544889;14818224;51687296;129064727;111956;2314400;18355336;86574411;161280554;
