V10|D25;V25|D25;V50|D25;V75|D25;V100|D25;V10|D50;V25|D50;V50|D50;V75|D50;V100|D50;V10|D75;V25|D75;V50|D75;V75|D75;V100|D75;V10|D99;V25|D99;V50|D99;V75|D99;V100|D99;
83600;1569334;2775423;6741290;12779557;155956;1198267;5673556;14576224;33041071;318756;2149156;8833246;26060715;41674849;265955;2384311;16114269;33109515;66603786;
103156;576400;2623867;7093779;14415868;119778;1155244;5482401;17463113;36220805;222444;1716489;8667023;22000980;49586539;302622;2697201;12330757;34330759;109442191;
73822;800800;3382134;6704623;13655157;216089;1121023;5532756;13736802;36659827;215112;1882711;9957691;22047425;45496494;265956;2607245;11749957;36810405;72819031;
116845;663422;3080978;7328935;13514357;120266;1134223;6747156;14460846;33118804;219022;1993689;8678268;30098449;53483473;291867;2631201;12065291;35464004;82105966;
77245;631644;2707467;6269024;12769290;182845;1127867;5889645;13952401;29820271;184311;2437112;8637690;22299692;50276850;245422;2577911;11968001;35155516;68376987;
68444;902978;2845334;8452890;12831380;211689;1257911;5428134;14930180;27155337;273289;1917422;13244980;28315959;64223386;438534;2376489;12038890;32249070;66660497;
78711;587156;2821867;6625423;12800090;169156;1394800;5890623;14411469;34280404;240044;2248400;9784623;23015914;52162006;435111;2843867;11947469;31165692;77591566;
68933;712311;2662490;6457734;12625557;111956;1698889;7135335;16005247;29694137;175023;2156001;9694179;23659292;53550941;284533;2527556;12548802;34962894;72797032;
69422;825733;2773956;6830756;12804491;215600;1438800;5534223;14994225;29138760;330978;1740934;10167423;23179692;44109028;243955;2368178;13242535;32394271;75010231;
76756;735778;2903512;6454312;13555424;146667;1095112;7841290;17073469;26610714;176978;1759511;9436045;22045958;57245474;350045;3172890;13802313;30374182;89122989;
185289;780267;3001290;6556490;12299957;133955;1118578;5631512;14629024;29265381;350044;1807423;9794401;22353958;45188984;410178;2342267;14702357;35284582;69287297;
89467;562711;3725822;6231378;12591335;110489;1131289;5502446;18289824;29972804;183334;2127156;8728134;23123470;63234363;277689;2465956;14186091;31894627;70398542;
60134;653645;2848267;8924179;13057246;186756;1103422;6688490;15419069;29051248;179422;1818178;8610802;24744626;56544896;362267;2472312;12164046;31575871;66502586;
55245;690800;3402179;6634712;13972446;233200;1275023;6836134;13991513;26168759;173066;1846044;10130267;22001958;49653029;383778;2381378;14344980;32171826;77274766;
99245;710844;3315155;7543557;12362534;176000;1134711;5479956;13945557;28837115;195067;2085600;9445823;26810181;53747473;284045;2307556;11935246;31767026;74776054;
115378;1560044;2839956;6702667;13175557;169155;1344933;7061024;14131824;29435026;302622;1986356;9463423;23514581;47471117;408222;2636578;12620180;28655248;70977875;
69912;1541956;3094179;6518357;14215424;227333;1129822;7100134;13946535;28740804;198489;1753645;9020490;22229780;43733072;294800;2322222;12098535;29648670;69818231;
96800;611111;2847289;6718312;13566669;298711;1127867;6776490;13208313;30410848;173556;1789334;8713468;22660003;50836629;305066;2515823;11889779;30890449;81893300;
356889;593022;3293645;6649867;12987335;173556;1211956;5830490;15171691;27204225;232711;1714045;11844802;22069425;48911384;325112;2837022;13050891;29365604;73132898;
80666;1085333;3063867;7444312;12928669;152533;1342489;5600223;13921113;31210671;220000;1740444;9071334;23515558;68508497;423867;2542223;12233468;29830048;74601031;
76755;854089;2977334;8561423;13028401;150089;4161912;6084223;16572358;33825737;272311;1713067;8990179;22764136;59810185;396978;2322711;15739779;30699782;65056942;
65511;819867;2870756;6943201;12709157;179422;1854356;5511734;17292002;29232138;179422;1698400;8670445;23284315;46793517;250800;2252800;14001779;29539648;61674808;
69911;620889;3108845;7147557;13013735;160356;1091689;5574312;15296357;28424981;241511;1943334;9692224;22925470;60592408;280622;2442489;14862224;29858892;73125565;
69911;734800;2638045;6581423;12713069;113911;1127867;5564046;16610980;27879870;236133;1746311;8854268;31611071;53058629;271823;2304622;12731158;29565559;61961296;
64045;1033023;2797422;6701689;13966580;165733;1258400;6112090;14544935;27286359;208755;1720400;8972090;28292004;49278539;314355;2328090;11806668;29044892;72337964;
73823;589111;2830178;6670401;13068491;184311;1320489;5873022;14246224;29718093;184800;1749734;8873823;22594981;57911341;279156;3099067;11891735;29857426;70350631;
61600;532400;2786179;6702178;13355468;211200;1174800;5476534;14516579;30100892;304089;1740934;9034667;22174536;48655695;425822;2323200;12256446;34034004;66399430;
62089;948934;2657601;6564312;14105424;119777;1278934;5499023;14111290;29639870;251289;1744845;8845957;21964803;50499296;307511;2350089;11725024;43698850;58662274;
83111;788089;2680089;6516890;14421735;190666;1103911;7397379;15473824;28781870;324622;1762444;9193067;23934047;50870851;250312;2267956;13618980;36678894;57456185;
77734;685912;2582800;8676801;12994668;184800;1538044;6480711;15099824;28259737;174533;1766845;10244179;22074802;57015208;359822;2309023;12457379;37893782;58784985;
65022;772934;2609200;7046357;12507246;114400;1116133;5919956;14427602;29615426;242489;1898844;8852801;27654981;49523962;364712;2305111;12590357;35895693;75493254;
99245;577866;4114489;8088667;12424135;174533;1111734;6111601;19052003;31340227;242000;1719911;8652846;21469069;56372807;238578;2607245;12401646;33184804;59258230;
72356;1045245;4268979;8038312;12605512;143733;1109289;5522978;16894047;31011693;249822;1707689;10231468;24555914;53199917;281600;3862711;13786668;32902226;67921342;
64045;731378;2722134;6684579;14476491;123689;1200712;5502445;15649335;28001604;182355;2183378;9096757;27828537;54926674;265466;2609201;11244934;35443960;71432054;
83111;1056490;2531467;6562845;13586224;186266;1683245;5495600;18015069;30068137;342222;1749734;9854534;22003425;44831116;249823;2405822;11993913;35447382;57243518;
59156;728445;2559333;7447734;13009824;205823;1561022;5567957;17495869;30428937;207289;1801556;9967468;23557602;54256896;236134;3193423;12296535;35872227;58036985;
89955;747022;3188534;6820489;13322224;206311;1423156;5748356;18480002;28943204;291378;1774667;9709334;23038403;53357829;332933;2417556;13666890;31812004;67412408;
71867;567600;3450089;6636667;14258935;174045;1396756;5533734;17040224;29993826;266444;1743867;8968668;26359426;48231829;353467;3311734;12187024;31822270;58500452;
66977;887333;5084934;6882579;13488446;154489;1423645;7137289;15991069;29808048;230756;1745823;8499823;22719159;47951695;292844;2844356;12107335;37343293;64110453;
80667;709867;2659556;6822934;12652934;133466;1138622;5588978;16970802;27644715;316311;1816711;8709068;22031292;49600718;364223;2502622;13482580;35352538;62697563;
96800;589112;2561289;6853245;12882224;191155;1723823;5234534;15268980;28377559;327555;2101734;9400846;21752625;48163872;281112;2376000;12431468;38503916;61582897;
79200;540222;2596490;6500268;13915735;148622;1272578;6232845;15013291;31056182;310444;1964356;8596623;21109247;52606895;496712;2668845;12386001;34358627;62391030;
81645;771467;2737778;6424490;14910624;169644;1116622;6119912;20022447;32473471;228311;1884178;9059112;22176003;46853162;225378;2378444;13122268;36860271;60729296;
88978;626267;2684489;6973512;13199024;198000;1102444;5227201;15268490;26571115;189200;1749734;12989291;21780002;56023741;314355;2476712;11264979;30112626;61092541;
134445;872667;2932356;6765734;15279246;203867;1126889;6557956;16088357;28328181;181378;1709156;8872357;22128092;43925206;282578;2525111;12188979;30074004;59802363;
82133;600356;3115689;6582889;12243246;126622;1191422;5548890;17696803;27366048;196044;1705733;8740845;23897870;41504228;301156;2705023;12930135;34073115;57604318;
88978;695200;2683512;6642535;13454224;184800;1093644;6828801;14897425;27335248;178445;1725289;9353424;22079203;44914228;315334;2389200;11642890;33420449;66497209;
128088;899556;2814534;6583868;12549779;113422;1109778;13222001;20273736;29935159;171600;2462044;9235601;25999115;47674984;235156;3868578;12936001;30131204;69324942;
77733;679067;2613112;7156356;15607780;119778;1103912;5597778;18817335;28270004;181378;1786400;9150534;23723336;41745739;329023;2808178;13924535;31832048;57874185;
110000;614534;2634134;8984801;12715513;194089;1123467;5736134;18288358;26151647;192623;1736045;11110001;23580580;41842049;327067;2618489;15150668;32905649;56811830;
90444;629689;2701111;7745468;12644135;208267;1209511;7270268;15686002;28049514;233200;1964845;8649913;24475736;44693250;287466;13327601;14021824;30225560;57486985;
135423;650223;2595023;7121645;12592313;174044;1412889;6001112;15081246;27126003;189200;1748756;9449245;22135425;45641695;328044;2442978;13103202;33557337;63896808;
