V10|D25;V25|D25;V50|D25;V75|D25;V100|D25;V10|D50;V25|D50;V50|D50;V75|D50;V100|D50;V10|D75;V25|D75;V50|D75;V75|D75;V100|D75;V10|D99;V25|D99;V50|D99;V75|D99;V100|D99;
41556;153022;418000;827201;1560533;42533;172089;820356;1239334;3072178;84089;253733;843334;1498934;3057511;58667;259600;823289;2539778;3985912;
36667;139823;414088;877555;1466178;48400;160845;638978;1479867;2006400;55733;207778;663912;1617245;2946533;53289;262533;882444;2160889;4162400;
32755;129067;441956;879022;1583023;42533;153023;516267;1280889;2935289;63066;209245;692756;1919378;2957778;59645;235156;977289;1975600;4077334;
216578;140800;425822;905911;1888089;41067;177467;516266;1076534;2333955;59644;223911;622844;1467645;2782267;46934;245422;921067;2483555;4037245;
41067;134445;509422;913244;1443689;58178;220489;500134;1115156;2920134;50355;330000;729423;1576178;2806222;51822;244444;729911;2184355;4229379;
47911;165734;540222;922534;1516044;46934;179911;569556;1097555;2157955;102178;248355;795911;1742400;3277512;55244;242489;969466;2197556;4352090;
40578;143733;395512;777334;1334178;43511;213155;701556;1204134;2158444;58177;197512;997334;1710623;2961200;48400;257155;904445;2737778;5406134;
42533;118800;387200;964089;1500889;47911;182355;632622;1238844;2340801;51333;176978;703511;1805467;2840934;75289;237111;1051112;2072400;3871512;
50844;138844;542667;855556;1332711;51822;171112;596445;1045733;2258178;45466;184311;776845;1576667;2781778;48889;188222;881955;2231289;3670089;
56711;128089;485467;950889;1367423;47422;171600;646311;1629467;2229334;51333;191156;790045;1435867;3048223;46933;238089;785645;2109067;5570889;
38134;216578;451733;796889;1402134;45956;198489;720622;1183111;2401912;68933;204844;618933;1522889;3483333;50355;274756;916178;2260622;5768401;
37156;139822;427778;1016889;1449067;52311;162800;505511;979245;2206845;61600;254222;778311;1441245;2804267;66978;260089;701067;2331023;3998133;
55244;137378;468844;727467;1364000;48400;180889;592534;1701334;2163334;45466;358355;724044;2249378;2689867;47911;255689;737734;2166756;4066578;
45466;150578;431200;741644;1425111;59156;188222;538755;1371822;3183644;46933;216089;1003200;1710622;2870267;67956;338801;824267;2692312;5384623;
53289;146667;418489;739689;1826978;39111;279644;729912;1317555;2611156;51333;190667;817911;1694978;2882979;65511;328044;882445;2056756;5261423;
45955;150578;392577;843333;1724800;43022;168177;711822;1545377;2982222;54267;224400;821334;1904222;2702090;47423;253244;828667;2436133;4601911;
42045;131512;444400;875600;1430978;42534;361778;714266;1382578;2150134;48889;227822;1012977;1937956;3220311;60133;287955;910311;2553467;3915512;
70889;146178;409689;835023;1417778;46934;154489;512355;1572266;2226889;56712;212666;839423;2239601;3236933;59644;674178;805689;2466445;4058267;
44977;146666;472266;956267;1372801;53778;160356;530445;1315600;2769556;48889;187734;1651955;1590845;3273600;52800;284534;761689;1874401;6216712;
130534;125156;404800;749956;1351289;50844;162311;556355;1094133;2354978;45467;241511;797867;1468133;2979778;53289;291377;1178711;1946267;4498756;
45467;159378;453201;748977;1308756;58178;172089;532400;1115156;2155023;46445;211200;767556;1709644;3073645;60133;339289;892711;2494311;3653467;
46445;127112;421911;1015423;1764400;38133;192622;484000;1186533;2439067;52311;250311;822311;1436845;2827245;44977;310933;961156;2466445;4039200;
38623;139334;431200;918622;1452490;44978;173556;604266;1050622;3097600;55244;242000;1026178;1691556;3078045;52800;254711;1000756;2389689;4476267;
43511;129066;386711;765111;1622133;45467;186756;528000;1204623;2745112;55733;218044;806178;1423644;2997867;58177;302133;791511;3022800;4670356;
49867;135911;396000;798845;1521422;47422;187244;467867;1379645;2106622;46933;220488;889289;1415823;3880801;55734;237111;880489;2349600;3687200;
42044;119778;430711;838934;1707689;43022;171111;563200;1526311;2332000;62578;191155;897600;1972178;4313957;79200;188222;1073600;2918667;4723645;
42045;141778;399423;1012001;1525333;46934;157423;477645;1138134;2522178;61600;341244;846756;1465200;3130356;42045;339778;802756;2813556;3828001;
38622;144222;460045;1004667;1369867;50844;173556;633112;1124445;2080711;53778;219022;895156;1476933;2724578;67956;227822;925467;2459600;5136267;
38623;139822;372533;1033512;2356934;46933;259112;538267;1117600;2129600;56711;245911;868755;1777600;3948267;52800;312889;752889;2516311;3917467;
38133;136889;488889;841866;1863645;46445;158889;597422;1049156;2157467;47422;198000;963111;2308045;3134267;62578;228800;1090711;2171156;6115023;
42533;122222;394045;908356;1311200;46933;164756;600845;1325867;2391156;83600;169155;951867;2221512;3067778;54756;181866;711822;2840445;4754445;
44000;151556;441466;783689;1290178;47911;203378;494755;1215867;2403378;43022;199467;775867;1641689;3103467;59156;232711;1112712;1993201;5311290;
38133;120267;496222;832089;1311689;43511;188711;659511;1254978;1989289;49378;191644;786623;2110534;2913289;60133;257156;967511;2404844;3826534;
42044;132489;463955;1082889;1850445;48400;178933;699111;1202178;2206356;59644;224889;975822;1766356;2853156;54756;260578;879512;1913512;3917956;
37156;149600;448311;1008577;1743867;37644;226356;509423;1287734;2299734;56222;222933;826712;1503822;2893245;52311;220978;933289;2703556;3693067;
41555;175022;519689;854578;1828445;45467;202400;627245;1228578;2037690;43022;197022;896134;1786889;3094667;64533;232223;890267;2160400;3832401;
40578;177955;546578;1043289;1610889;42533;191645;526044;1011022;2376489;49378;209733;603778;1560533;3023289;50844;225377;979245;2090978;3811867;
44978;149600;385733;987556;1974134;45466;150088;795911;1021289;2138401;54755;370578;767556;1625556;3234001;53778;256667;886356;1794222;3669112;
37644;189201;379378;775378;1789823;41066;192134;639467;1122489;2041601;59645;198489;721600;1553201;3155290;54756;244444;946489;1970222;4397556;
40578;135422;550978;973378;1938934;40089;176000;571022;1295067;2380890;48400;191645;865333;1635333;2775911;52800;261067;874134;2988578;3939956;
34711;195067;361289;683466;1978044;40089;166712;560755;1999066;2432711;55244;185778;805200;1554667;3087822;47422;261556;738223;2829689;4904045;
37156;141777;426311;791023;1799112;52800;199955;763644;1347378;2082178;47423;191156;669777;1498445;3645645;60133;255689;897112;1891511;3969289;
50845;148133;476666;947956;1630933;37156;178444;588133;1328800;2640978;43022;240044;648267;1391867;3211512;53288;410178;1016889;2000045;4517823;
37644;134934;398444;858000;1693023;48400;229777;657066;1049155;2224444;53289;212667;632133;1516533;2748045;80666;337334;745067;2679600;4071956;
40578;162800;439023;1126889;2027912;36667;171600;679066;1081911;2115911;46444;198978;827200;1410445;3094178;47422;198000;1001245;2567156;3858311;
35689;127600;477645;848222;1574222;39600;181867;441955;1357156;2021556;44978;248355;621378;1532178;3273111;59156;198000;822311;2295333;6291023;
35200;162800;433156;820356;1303867;51822;151066;719155;1462755;2565200;65022;218045;656578;1731156;3113245;53778;279156;954311;2011289;6517378;
37645;144222;393067;962134;1384533;42045;191644;667822;1461289;2424889;46444;218044;872178;1424133;2871733;47422;229778;1060889;1846533;4304178;
35689;146177;439023;896622;2007867;48889;163778;757777;1057467;2936756;49378;244933;674178;1793734;2716756;69911;226356;824267;1797645;4009867;
64045;149600;425333;839422;1629467;45956;153511;665867;1290666;2933822;50845;190667;774400;1611866;3956578;47422;250800;1004178;2083156;6178578;
44977;135422;461512;758756;1368889;40578;163778;843333;1130312;2980267;54267;213645;852623;1574222;3040889;57689;206800;960667;2966089;3883245;
50844;136400;449289;720622;1804978;49378;185778;524577;1043778;2374534;45466;239556;910800;1452978;2989067;65512;265467;1107334;2526578;6000134;
41066;147644;450267;717200;1890045;40089;169644;701067;996355;2586711;46444;164756;830134;1696445;2609689;51822;226356;889289;1980489;4969068;
45467;129066;431200;851155;2010800;56222;176000;502578;1127378;2213200;60133;156445;692755;2090489;3336179;60622;204844;930356;2731422;4523201;
36177;157911;475689;792489;1580089;44000;202400;623334;1738489;2215645;45955;216578;762667;2133511;3050178;53778;322178;793467;2160400;5448178;
44977;153022;506978;795422;1547334;43022;165734;564666;1253511;2898133;49378;218533;953822;1584000;2937734;52800;304578;948445;2001022;4964179;
43511;143733;550978;839912;1944800;43023;180889;512356;1564445;2772489;48889;197022;748977;1425111;3116178;58178;234667;894178;2722622;4372622;
43022;165245;495733;838445;1687156;44000;163777;509911;1169912;2433689;53778;292845;777823;1493066;3849512;47422;254222;969467;2178978;4215690;
44000;134444;530445;1031556;1947734;49378;164756;569556;1244711;2306578;48888;212666;699111;1629467;3872001;72356;257155;749467;2492845;5676978;
44000;196533;408711;727955;1632889;52800;160845;472755;1079956;2682045;49867;351512;809111;1959467;3859289;56223;317289;740177;2068489;3828978;
44489;126133;406267;775378;1267689;42533;153511;645822;1096089;2400445;45956;246400;887334;1748267;2949467;45466;232223;905911;1799600;3692579;
51333;147155;471778;950400;1366445;42533;155467;524088;1549778;2719201;47422;200445;767556;1471067;3057512;56712;273778;1025200;1899823;5436934;
41556;153022;456623;799333;1350800;41067;146667;643378;1084355;2741201;55733;197511;667822;1677378;2993956;58667;217556;1001734;2100755;3879822;
49377;143244;368133;711334;1352755;35689;182355;675645;1065778;2234222;52311;212667;749956;1539022;3356222;65511;258133;931823;1840667;5891112;
37155;141778;497200;862889;1861200;42533;198978;458578;1230534;2003956;57200;241511;725022;1647556;3505822;51822;264978;965067;2497244;4479201;
38623;144711;386222;874622;1305823;57200;163778;727467;1591334;2442978;49378;217066;849200;1647067;3373823;211689;304578;1148889;2177511;3953156;
38133;134445;373023;911777;1487200;47422;175022;666845;1303867;3153823;100711;227822;687378;2195111;2702578;50356;259600;1012978;2927956;4059734;
38623;144222;457111;953333;1416800;40578;144222;458089;1117112;2779333;59156;193600;686400;1885156;2896667;52311;551467;1000267;2027422;4543733;
40089;131511;537778;946489;1516534;52311;187245;469333;1142044;3357200;48889;236623;813511;1558578;3765423;74800;201911;1097555;3243778;4028445;
49378;163777;477156;965067;1973156;54267;151555;483511;1038400;3048711;51822;326089;770000;2462044;3102001;57689;245422;1126889;2451290;4132579;
44000;130533;347600;710356;1215867;45955;152533;522622;1562489;2343734;44489;245911;785156;1539022;4156045;57689;214623;1142534;1871956;3908179;
44489;121733;436578;843822;1644622;41555;172089;645334;1297022;2470356;49377;185778;755822;1523378;2887867;119289;250800;1132756;2830667;6259734;
36667;138844;364711;819378;1550267;42533;260578;680533;1455423;3003734;63556;214133;901512;1679334;3108356;50845;358356;983644;2117867;4075378;
42045;132978;348089;973378;1598667;61111;191644;550000;1134711;2533423;86533;197022;924977;1403111;3612889;53778;263022;1004667;2137423;4752978;
38622;149600;443911;787111;1498445;52800;221955;515289;1255956;2129600;68444;200933;715245;1476445;2723112;50356;193111;960667;2486978;5746401;
38133;118311;425822;1016889;1362045;44978;136889;590089;1192400;3210045;61111;280623;870222;1508223;2974889;53777;201422;928889;2254266;4019645;
47911;138845;346622;960667;1459822;47911;170133;664889;1255955;1989289;46445;220000;718667;1396267;3290223;65511;218044;1129334;2803778;4722179;
42044;1110267;463467;757289;1463734;44000;168178;693734;1553689;2974400;59155;223911;782711;1493556;2974889;46444;233200;1028623;2867823;4342311;
36666;136889;540711;880978;1247156;43022;147155;594978;1322934;2600889;54266;196534;572000;1363511;3531734;69911;250311;1099511;2478179;3650534;
47422;158889;443911;757778;1550267;40089;173556;491822;1293600;2313911;43511;336356;837467;1444667;3544445;58178;229778;1028623;2813556;5268756;
166712;183333;396000;859467;1670534;44000;204355;508934;1259867;2845334;48400;215601;588623;1634356;3954623;57200;252267;1019822;2121778;4679156;
34712;164756;412622;831111;2087556;91911;164267;513823;1100489;2616534;60134;212178;855066;1936489;3146001;53289;262045;810089;2031334;5740535;
43512;131511;385733;685422;1272089;67467;177956;511866;1262311;3053112;55734;250311;586667;1361556;2865378;59156;232711;1193867;2310978;4633200;
42044;133956;365689;949912;1321467;48889;190667;564177;1057956;2770533;52311;236623;598889;2069467;3732667;47911;242978;1110756;2139867;5339645;
53288;131512;353467;929866;1551734;46444;156444;635556;1374267;2393111;51334;167689;591556;1677378;2791067;58666;249334;1031556;1968756;4365779;
54755;128578;415555;788088;1288712;49867;165244;509423;1634355;2599911;40089;213644;642888;1595245;3322979;64044;271334;920089;2178978;4093468;
