V10|D25;V25|D25;V50|D25;V75|D25;V100|D25;V10|D50;V25|D50;V50|D50;V75|D50;V100|D50;V10|D75;V25|D75;V50|D75;V75|D75;V100|D75;V10|D99;V25|D99;V50|D99;V75|D99;V100|D99;
28844;141289;519689;808133;1312178;38133;196533;501600;1067733;2351067;46444;201911;814000;1546355;3559112;42045;262044;783689;2384800;4303201;
28355;132978;460534;756312;1381111;34711;131511;455644;1003201;2213690;47422;273778;902978;1513601;3186579;53289;265956;752400;2372089;4902579;
50845;128578;471289;636533;1501378;37155;202400;557333;1522889;2309512;42533;245911;721600;2451778;2813067;44488;326089;760712;2736801;4713378;
31778;159867;440000;750445;1525334;41555;186266;477156;1226622;3072667;51822;262533;932311;1864134;3142579;62089;343689;847733;2830667;5572845;
39600;139822;455644;744089;1821600;31289;220000;924978;1179689;3800134;38133;179422;1032045;1503822;3156267;59644;287466;726489;2339822;5825111;
31289;154489;332445;805200;1430000;56712;169156;772934;1726267;2631200;41066;195556;1018356;2158445;2988090;57689;315333;950889;2948978;4726579;
36667;131022;403333;742622;1247156;33734;191645;615022;1523378;2320267;63556;229289;1079956;1825512;3266756;41555;270356;987556;2833111;4293912;
35200;139333;300666;739688;1762934;42534;128089;460045;1545867;2378933;47911;213645;946978;2320267;3060934;55244;517734;795911;3180222;4180489;
36178;150578;369600;834044;1286267;37644;176000;475689;1337600;2416090;42534;155466;1581067;1657822;3331289;44000;236623;881466;2647823;6276846;
38134;125645;316311;721600;1368400;54756;184800;514800;1057956;2410711;50356;274266;879512;1534622;3164579;40578;271333;981689;2128133;4863467;
35200;136889;411156;816445;1296045;58177;191155;496222;1058444;2269422;39600;197511;924978;2089023;3197333;71867;234177;928889;2889333;4264090;
28845;147156;401867;854089;1884178;36178;153022;499156;1105378;2362311;46934;226845;1005644;1563466;3510223;39600;336356;750445;2734845;5485823;
35689;130534;297733;757778;1369867;37644;160355;640933;1094133;3031600;44489;162800;1056000;1903733;3459378;47911;257644;1205600;2960711;5082000;
34711;139822;311912;746044;2088534;38133;161822;476178;1207067;2350578;43511;217556;1051111;1501867;4028934;54756;261067;764622;3116178;5231601;
33733;94844;315333;706444;1420711;42045;168178;517244;1662223;2226400;41556;192623;971911;1565912;3956090;47911;178445;832089;2791067;4441067;
33244;145200;440000;786623;1309244;37645;212667;626267;1641200;3001778;66489;253733;955778;1955067;3524890;46934;202400;1190444;3171912;5200311;
104622;231245;328534;1091689;1476445;33734;155467;443911;1252045;2155022;37156;231244;934756;1502845;3293156;34223;279156;798356;3354267;4295379;
34222;136400;440000;945511;1365955;38622;177955;631645;1224667;2070445;42534;211689;1012489;1594756;3252578;58178;205333;1023734;2772000;4378489;
30800;138845;306044;688356;1708178;40089;146667;470311;1138133;2476711;44000;262533;632133;1659289;3689156;48889;262045;793955;3322000;4375556;
31289;130533;366178;723556;1461289;52800;135911;661955;992445;1942356;45467;190667;923511;2366222;3836801;55244;209244;1125422;2584267;4875201;
32755;117333;364711;696666;1438311;35200;183822;516267;1549778;2333467;76267;186266;1040844;1779555;3615822;45466;174045;923511;2663955;6893823;
30800;129555;436089;773911;1237867;38622;188712;424845;1085822;2282623;39600;206312;645334;1893467;3488711;56711;173067;1108311;2803289;6235290;
31777;137867;482044;931822;1382089;41555;185778;454178;1041822;2199512;44000;233689;893200;2293867;3043823;55244;201423;1141555;2957289;4613156;
40578;135911;439022;787600;2055289;40089;139822;492801;1249111;2243022;43511;198000;965066;1842622;3090756;50844;285511;882445;2167734;4598001;
60623;130533;453200;1035956;1571778;34711;225377;436578;1193866;2013245;145689;194089;712311;1579600;3349867;54756;245422;768533;3133289;4223022;
32267;166222;549022;873644;2128623;36666;234178;398444;1107333;2270400;42533;197022;913245;1501378;2996889;60133;243956;750933;2274312;4335467;
29822;161333;400400;1056489;1587911;36667;217556;422889;967022;2385289;60622;232222;684445;1554667;3118622;40578;258622;846266;2134489;4511467;
37644;143734;386711;861911;1960445;37156;126622;581778;1081912;2377467;46934;217556;643866;1736533;3241822;47423;286000;820845;2098800;4253823;
30800;171111;418978;713777;1402623;33734;156934;634578;1048178;2287023;53778;240533;703023;1548312;3228134;67955;208755;778800;2076800;4378000;
34222;127600;409200;941111;1671023;34711;196533;503555;1067734;2759289;45956;192134;882445;1512133;3170445;49867;249334;908355;3025244;4582356;
31289;132978;306045;706934;2102711;33244;197511;493778;1436845;2353022;55733;163778;890756;1782000;3604578;42044;291867;793955;3111289;6578001;
31777;134934;418489;697156;2161378;44000;186755;511867;1249601;2273823;39112;155467;1026178;1604044;4630756;55733;196044;1017378;1930133;4333023;
39111;210711;369600;669778;1367422;27867;133956;618444;1311689;2658578;34222;264489;694711;1585467;3515111;47422;355423;1133733;1934044;5799201;
26889;129067;401867;761689;1720889;58178;208755;704978;1091200;2138400;46444;208267;741156;1370356;3412934;61600;350045;765112;2791556;5030178;
43023;171111;446356;1049156;1932089;34222;148133;526533;1070667;2272844;40578;177955;919600;1591333;3211023;64045;171600;932312;2321734;4962223;
35200;142756;334400;731378;1694978;33733;209733;452223;1318533;2208800;123689;254222;600844;1441245;3206623;50355;202400;784178;2022045;4335468;
29333;156934;520177;870222;1292622;48889;155467;660489;1322933;2985156;52800;215600;797866;1635334;3249156;69912;291866;1063333;2395556;4623423;
31289;122711;463467;734312;1478400;38622;178445;731377;1828934;2370623;37644;251289;625778;1606000;3034045;45955;261067;1119067;2153556;5966890;
30311;158400;391600;721111;1638756;48889;130044;786134;1090712;2286533;48400;207289;680045;1671022;3256979;63556;232222;848711;2120312;5824623;
37644;134933;335378;686400;1477423;34711;126622;506978;1679334;2595511;42044;211689;637511;1539023;3766400;48889;274267;1130801;2134978;4703112;
31289;95822;388178;755333;1313645;33734;140311;695689;1090223;3210534;45956;197022;700089;1484266;3405601;50356;221956;877556;3289734;4560356;
32267;166223;440978;656089;1421200;37644;185289;465911;1075556;3022312;40089;242000;973378;1395289;3281912;59156;270355;1101466;2575956;5423246;
30311;160356;419467;817422;2107112;35689;188711;569556;1052089;2833600;36667;154977;1056000;1546355;3328356;52800;180401;828178;2043067;6402979;
34711;114400;351022;714267;1938933;43022;156933;445378;1277956;2274800;41556;156445;865333;1730667;4793556;70400;284534;797867;2610667;6118934;
70400;177467;430223;700578;1185556;33244;178445;615512;1668090;2331512;40578;275733;910800;2980267;3484311;45955;262534;908845;2155022;5552312;
37645;176978;499645;965066;1740934;42533;158400;526045;1425111;2509467;46445;189200;899067;1621155;3230578;48400;271334;748978;2091956;4414179;
50845;142266;400889;1320490;1840667;34222;218044;452223;1241778;3017912;48889;160356;913734;1501378;3658845;55244;289911;901511;2612134;5332801;
30800;148134;522133;762178;1413866;35689;184800;472755;1095601;2527067;47911;227822;853600;1421689;4213245;49378;292355;836000;2226400;4710445;
35200;159867;423867;1040355;1714534;41556;162800;458578;1079467;2317334;56222;324622;695200;1818667;4147734;59156;184800;841378;2740711;6333556;
30311;119289;316311;679067;1699867;39600;133956;425333;1115156;2498223;43023;277689;902489;1999067;4794534;46934;212667;801289;2156489;3991778;
34222;133467;324622;684934;1254978;38133;117822;714266;1169422;2441511;42044;273778;1125423;1585956;3379690;43511;251289;825244;2176534;4701156;
33733;131022;494267;914223;1444667;34222;223422;535823;2072889;3128890;39111;223911;771467;1629467;3200268;44489;312889;1011022;2834578;5725868;
89956;121245;320711;905422;1210489;37644;119288;433155;1022756;2612623;45955;215111;691778;1926711;3336178;50356;274756;989512;1952623;4466490;
36667;138355;327067;647289;1192889;33734;218045;433156;1112223;2424889;40088;237111;1048666;1546845;3870045;48400;265466;1216845;1895911;5044845;
34222;168177;451244;880489;1951155;44978;208267;490355;1155245;2359378;67467;233689;695200;1711600;4857112;57200;323155;874134;2815023;4661068;
29823;134933;365689;674667;1350800;35200;129066;638978;1748267;2444445;41067;258622;801289;1449067;3881289;46933;274756;1130311;2601867;4566712;
30800;131023;329511;734311;1915467;48888;192622;474222;1274045;3316623;41555;340267;578844;2299734;3300489;47911;301155;1239334;3237912;4409290;
32756;165245;481067;991956;1365956;35200;132489;472755;1166978;3338134;44000;215600;618444;1580089;3042845;49866;488889;842355;2185334;4327645;
32266;127111;476666;890755;1331733;43023;143733;461511;1193378;3146489;44489;209734;687867;1573734;4184889;48400;223911;1207067;3419290;4836090;
44978;165245;476666;961645;1826978;43511;147644;516267;1112711;2898134;41556;256178;626756;2707467;3107868;65511;295778;1374266;3005201;5151423;
39112;130533;329511;650711;1285778;36666;142755;474711;1286756;2373556;45955;222934;920578;1566889;4667422;47911;243466;1352266;2002000;4398534;
34712;111955;334400;958222;1413378;46444;138845;480578;1169911;2245467;37645;158888;603778;1641200;3265289;57689;238578;1223689;3049201;5516623;
32756;129555;417511;761200;1341023;36178;203866;668800;1819645;2590133;59155;219022;883912;1884667;3343511;46934;515777;1139600;2279200;4084178;
32756;139823;313866;759734;1289689;41556;140311;450267;1164533;2435644;51333;228800;1262311;1561022;3723867;50845;303111;1068711;1916445;5175378;
29822;132489;488400;808133;1229555;48889;214133;514800;1228089;2580845;62578;212178;688355;1547334;2950934;56711;172578;1026667;2386756;6782356;
31778;204844;429733;972889;1270134;38622;130533;513822;1220267;4226445;41555;270845;650222;1701334;3232044;52800;184800;1059423;2406800;5662800;
34711;141778;328534;1004178;2753911;44489;134445;544622;1109289;2375511;62088;250800;754356;1404578;2819422;53778;245911;1094134;3037956;5751290;
29822;168178;484978;748000;1393823;32266;186266;675645;1671022;4004001;39111;207289;593022;1522889;3317111;42044;176489;1530223;2818934;4656667;
30311;121244;336355;727466;1338578;34711;119289;521645;1243244;3272622;45467;222934;592533;1457866;4294401;66978;185777;1240311;3066312;6175645;
34711;150578;386712;725511;1562978;46444;196534;506489;1186534;2577911;39600;167200;880489;1659289;3212979;44488;289911;1103911;3080490;4814089;
32267;119778;320711;797866;1378178;37644;177467;478134;1163066;2651245;40577;166711;592533;1546356;3366490;58178;232711;1227600;2852178;4884001;
28845;157422;394533;735778;1950667;34222;193112;451734;1055511;3305379;47911;263023;638978;2110534;4026490;51823;251777;863378;2118356;6154623;
27867;123689;359334;659022;1259867;47422;128578;401378;1096089;2860979;46934;194089;629689;1536578;3016934;50356;268400;1351289;2394578;4489956;
32755;131511;336845;778312;1321467;37644;152533;530934;1071156;2603823;41556;218534;660489;2272356;4611690;47911;251778;1097556;2133023;6059290;
38622;113911;301156;938667;1332712;41555;125156;577378;1511645;2455689;58178;151066;614533;1559067;3305867;44000;233200;1147912;2166756;6188357;
38622;103645;387200;852134;1410444;33734;169644;506489;1661245;2388223;32756;255689;591556;1404578;3047245;52311;293822;1110756;2291912;4616579;
